Culture,Image,Class
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_838-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_840-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_841-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_842-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_843-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_844-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_845-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_846-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_847-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_850-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_851-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_852-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_853-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_854-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_855-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_856-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_857-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_860-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_863-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_865-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_870-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_871-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_872-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_875-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_876-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_881-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_886-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_887-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_889-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_891-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_892-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_893-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_894-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_895-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_898-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_899-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_900-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_901-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_902-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_908-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_909-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_910-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_911-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_912-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_913-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_915-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_918-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_919-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_920-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_921-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_922-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_925-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_926-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_927-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_930-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_931-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_933-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_934-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_935-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_936-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_937-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_938-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_939-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_940-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_941-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_942-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_943-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_944-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_945-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_946-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_947-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_948-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_949-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_950-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_951-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_952-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_953-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_955-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_956-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_958-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_959-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_960-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_962-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_963-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_964-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_965-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_966-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_967-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_968-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_969-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_970-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_971-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_972-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_973-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_974-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_975-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_976-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_977-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_978-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_979-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_980-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_981-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_982-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_983-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_984-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_985-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_986-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_987-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_989-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_990-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_991-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_992-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_993-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_994-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_995-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_996-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_997-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_998-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\chineseimage_999-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_1-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_10-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_100-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_101-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_102-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_104-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_106-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_107-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_108-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_109-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_11-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_110-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_111-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_112-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_113-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_114-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_115-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_116-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_117-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_118-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_12-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_120-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_121-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_123-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_124-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_127-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_128-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_129-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_131-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_132-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_133-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_134-removebg-preview (1).png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_137-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_138-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_14-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_145-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_146-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_149-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_15-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_150-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_153-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_154-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_157-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_158-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_16-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_161-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_162-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_163-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_165-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_168-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_17-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_170-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_171-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_173-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_174-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_175-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_176-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_18-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_180-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_188-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_19-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_190-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_192-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_193-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_20-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_200-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_202-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_206-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_210-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_217-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_218-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_219-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_220-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_221-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_222-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_223-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_224-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_225-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_226-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_228-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_229-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_230-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_231-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_233-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_234-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_235-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_236-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_237-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_24-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_242-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_243-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_244-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_246-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_247-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_248-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_25-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_252-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_253-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_257-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_26-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_260-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_262-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_263-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_264-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_265-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_269-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_277-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_28-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_280-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_282-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_283-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_286-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_287-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_290-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_295-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_297-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_298-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_3-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_30-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_301-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_302-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_303-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_304-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_305-removebg-preview.png,1
C,..\..\..\FINALDS\originals\lamps\chinese\on\image_306-removebg-preview.png,1
